Código	Nombre Prueba	"Tiempo de Entrega(Días hábiles)"	"Precio (Sin I.V.A.)"	Precio (Con I.V.A.)
2098	Ac. Anti-Leptospira IgG e IgM	9	$732.76 	$850.00 
2098	"Leptospira, Anticuerpos IgG e IgM"	9	$732.76 	$850.00 
2099	Lamictal (Lamotrigina)	Favor de comunicarse para solicitar información.		
2099	Lamotrigina (Lamictal)	Favor de comunicarse para solicitar información.		
2100	Cistatina C	5	$350.86 	$407.00 
2101	Carga Viral de Hepatitis B por PCR	10	"$2,100.00 "	"$2,436.00 "
2101	Hepatitis B Carga Viral por PCR	10	"$2,100.00 "	"$2,436.00 "
2101	PCR Carga Viral para Hepatitis B	10	"$2,100.00 "	"$2,436.00 "
2103	Identificación y Antibiograma de Bacterias	5	$489.66 	$568.00 
2104	"CD3, CD4 y CD8"	3	"$1,319.83 "	"$1,531.00 "
2104	"Linfocitos CD3, CD4 y CD8 "	3	"$1,319.83 "	"$1,531.00 "
2105	Perfil Tiroideo V	0	$582.76 	$676.00 
2108	"CD3, CD4, CD8, CD16, CD19, CD45 y CD56 "	3	"$2,519.83 "	"$2,923.00 "
2108	"Linfocitos CD3, CD4, CD8, CD16, CD19, CD45 y CD56 "	3	"$2,519.83 "	"$2,923.00 "
2109	Ac. Anti-Receptor de la TSH	Favor de comunicarse para solicitar información.		
2109	"Receptor de la TSH, Anticuerpos"	Favor de comunicarse para solicitar información.		
2116	D-Xilosa	Favor de comunicarse para solicitar información.		
2117	Factor Lábil (Factor V)	2	$360.34 	$418.00 
2117	Factor V de la Coagulación	2	$360.34 	$418.00 
2119	Ac. Anti-Treponema pallidum (FTA-ABS)	4	$327.59 	$380.00 
2119	"Treponema pallidum (FTA-ABS), Anticuerpos"	4	$327.59 	$380.00 
2120	Bicarbonato en Orina	4	$312.93 	$363.00 
2121	Fibrotest - Actitest	6	"$4,613.79 "	"$5,352.00 "
2122	Ac. Anti-Plaquetas	2	$857.76 	$995.00 
2122	Ac. Anti-Trombocitos	2	$857.76 	$995.00 
2122	"Plaquetas, Anticuerpos"	2	$857.76 	$995.00 
2122	"Trombocitos, Anticuerpos"	2	$857.76 	$995.00 
2123	"C1 Esterasa Inhibidor, Funcional"	10	$793.10 	$920.00 
2123	"Inhibidor de Esterasa C1, Funcional"	10	$793.10 	$920.00 
2146	Electroforesis de Proteínas en Orina de 24 horas	3	$225.86 	$262.00 
2150	Ac. Anti-Mielina	9	$780.17 	$905.00 
2150	"Mielina, Anticuerpos"	9	$780.17 	$905.00 
2153	Inmunofenotipo para Leucemias	4	"$3,101.72 "	"$3,598.00 "
2153	"Leucemias, Inmunofenotipo para"	4	"$3,101.72 "	"$3,598.00 "
2155	Análisis Microbiológico de Agua Potable (NOM-127-SSA1-1994)	11	$914.66 	"$1,061.00 "
2155	Cultivo de Agua (NOM-127-SSA1-1994)	11	$914.66 	"$1,061.00 "
2159	"Helicobacter pylori, Prueba de Aliento"	1	"$1,279.31 "	"$1,484.00 "
2159	Prueba de Aliento para Helicobacter pylori	1	"$1,279.31 "	"$1,484.00 "
2160	Antígeno de Legionella en Orina	Favor de comunicarse para solicitar información.		
2162	Ac. Anti-Membrana Basal Glomerular	6	$637.07 	$739.00 
2162	"Membrana Basal Glomerular, Anticuerpos"	6	$637.07 	$739.00 
2163	Fracción Beta de Gonadotrofina Coriónica Humana por RIA	4	$531.90 	$617.00 
2163	"Marcador Tumoral, Fracción Beta de HGC por RIA"	4	$531.90 	$617.00 
2171	Ac. Anti-DNA Desnaturalizado	Favor de comunicarse para solicitar información.		
2171	"DNA Desnaturalizado, Anticuerpos"	Favor de comunicarse para solicitar información.		
2173	"Calcitriol (Vitamina D 1,25 Dihidroxi)"	Favor de comunicarse para solicitar información.		
2173	"Vitamina D 1,25 Dihidroxi"	Favor de comunicarse para solicitar información.		
2175	Metanefrinas Totales en Orina de 24 horas	4	$655.17 	$760.00 
2183	Coaglutinación en Líquido Cefalorraquídeo (LCR)	Favor de comunicarse para solicitar información.		
2184	Alcohol Etílico en Orina	0	$180.17 	$209.00 
2184	Etanol (Alcohol Etílico) en Orina	0	$180.17 	$209.00 
2188	Glucosa Post-carga	0	$27.59 	$32.00 
2190	Topiramato	Favor de comunicarse para solicitar información.		
2195	Keppra (Levetiracetam)	Favor de comunicarse para solicitar información.		
2195	Levetiracetam (Keppra)	Favor de comunicarse para solicitar información.		
2196	Cromosoma Filadelfia t(9;22) p210 	6	"$2,200.00 "	"$2,552.00 "
2196	"Filadelfia t(9;22) p210, Cromosoma "	6	"$2,200.00 "	"$2,552.00 "
2196	"t(9;22) p210, Cromosoma Filadelfia "	6	"$2,200.00 "	"$2,552.00 "
2197	Factor V Mutación Leiden	Favor de comunicarse para solicitar información.		
2197	Mutación Leiden (Factor V)	Favor de comunicarse para solicitar información.		
2198	CD19 y CD20	5	"$1,039.66 "	"$1,206.00 "
2198	Linfocitos CD19 y CD20 	5	"$1,039.66 "	"$1,206.00 "
2202	Ac. Anti-Antígeno Nuclear Epstein Barr (EBNA) IgG	2	$459.48 	$533.00 
2202	Ac. Anti-Epstein Barr Antígeno Nuclear (EBNA) IgG	2	$459.48 	$533.00 
2202	EBNA- IgG (Ac. Anti-Antígeno Nuclear Epstein Barr) 	2	$459.48 	$533.00 
2202	"Epstein Barr Virus, Ac. Anti-Antígeno Nuclear (EBNA) IgG "	2	$459.48 	$533.00 
2203	Ac. Anti-Antígeno Cápside Epstein Barr (VCA) IgG	2	$275.00 	$319.00 
2203	Ac. Anti-Epstein Barr Antígeno Cápside (VCA) IgG	2	$275.00 	$319.00 
2203	"Epstein Barr Virus, Ac. Anti-Antígeno Cápside (VCA) IgG"	2	$275.00 	$319.00 
2203	VCA-IgG (Ac. Anti-Epstein Barr Antígeno Cápside)	2	$275.00 	$319.00 
2206	Ac. Anti-Bordetella pertussis IgM	Favor de comunicarse para solicitar información.		
2206	"Bordetella pertussis IgM, Anticuerpos"	Favor de comunicarse para solicitar información.		
2207	Ac. Anti-Borrellia burgdorferi (Lyme) IgG e IgM 	9	$661.21 	$767.00 
2207	Ac. Anti-Lyme (Borrellia burgdorferi) IgG e IgM 	9	$661.21 	$767.00 
2208	Ac. Anti-Borrellia burgdorferi (Lyme) IgM	Favor de comunicarse para solicitar información.		
2208	Ac. Anti-Lyme (Borrellia burgdorferi) IgM	Favor de comunicarse para solicitar información.		
2209	Ac. Anti-Cardiolipinas IgG e IgM	2	$519.83 	$603.00 
2209	"Cardiolipinas IgG e IgM, Anticuerpos"	2	$519.83 	$603.00 
2213	Ac. Anti-Dengue IgG e IgM	0	$466.38 	$541.00 
2213	"Dengue Virus, Ac. IgG e IgM"	0	$466.38 	$541.00 
2213	"Virus del Dengue, Ac. IgG e IgM"	0	$466.38 	$541.00 
2218	Ac. Anti-Giardia lamblia	Favor de comunicarse para solicitar información.		
2218	"Giardia lamblia, Anticuerpos"	Favor de comunicarse para solicitar información.		
2222	"Angiotensina, Enzima Convertidora"	Favor de comunicarse para solicitar información.		
2223	Antígeno de Cryptococcus neoformans en LCR	5	$668.10 	$775.00 
2223	"Cryptococcus neoformans en LCR, Antígeno de"	5	$668.10 	$775.00 
2224	Antígeno de Helicobacter pylori en Heces	0	$368.10 	$427.00 
2224	"Helicobacter pylori en Heces, Antígeno de"	0	$368.10 	$427.00 
2225	Antígeno de Giardia lamblia en Heces	0	$501.72 	$582.00 
2225	"Giardia lamblia en Heces, Antígeno de"	0	$501.72 	$582.00 
2226	Antígeno de Entamoeba histolytica en Heces	5	"$1,250.00 "	"$1,450.00 "
2226	"Entamoeba histolytica, Antígeno de, en Heces"	5	"$1,250.00 "	"$1,450.00 "
2229	Antitrombina III (Citratado)	10	$281.90 	$327.00 
2231	Arsénico 	10	$488.79 	$567.00 
2232	Carboxihemoglobina (Heparina)	5	$457.76 	$531.00 
2232	Heparina (Carboxihemoglobina)	5	$457.76 	$531.00 
2236	Cariotipo en Producto de Aborto	35	"$8,143.97 "	"$9,447.00 "
2238	Doble Marcador Materno Prenatal sin Interpretación	2	$608.62 	$706.00 
2238	Dúo Marcador Materno Prenatal sin Interpretación	2	$608.62 	$706.00 
2239	Triple Marcador Materno Prenatal con Interpretación	6	"$1,350.00 "	"$1,566.00 "
2240	Cuádruple Marcador Materno Prenatal con Interpretación	8	"$2,030.17 "	"$2,355.00 "
2241	Carotenos	2	$318.10 	$369.00 
2242	Ceruloplasmina	8	$836.21 	$970.00 
2243	Carga Viral de Citomegalovirus (CMV) por PCR	5	"$3,415.52 "	"$3,962.00 "
2243	Citomegalovirus (CMV) Carga Viral por PCR	5	"$3,415.52 "	"$3,962.00 "
2243	PCR Carga Viral para Citomegalovirus (CMV)	5	"$3,415.52 "	"$3,962.00 "
2244	Citoquímico de Líquido Cefalorraquídeo	3	$519.83 	$603.00 
2245	Citoquímico de Líquido Sinovial	3	$264.66 	$307.00 
2246	Cobre en Orina de 24 horas	9	$481.90 	$559.00 
2247	Colesterol de Muy Baja Densidad (VLDL-C)	0	$82.76 	$96.00 
2247	VLDL-Colesterol	0	$82.76 	$96.00 
2249	"C5, Componente de Complemento"	Favor de comunicarse para solicitar información.		
2249	Complemento C5	Favor de comunicarse para solicitar información.		
2249	Fracción 5 del Complemento	Favor de comunicarse para solicitar información.		
2253	"Catéter o Sonda, Cultivo de"	5	$171.55 	$199.00 
2253	Cultivo de Catéter o Sonda	5	$171.55 	$199.00 
2254	Deshidrogenasa Láctica Isoenzimas	11	$950.00 	"$1,102.00 "
2254	Isoenzimas de Deshidrogenasa Láctica 	11	$950.00 	"$1,102.00 "
2255	Enolasa Neuronal Específica	11	$710.34 	$824.00 
2259	Factor Antihemofílico B (Factor IX)	4	$400.86 	$465.00 
2259	Factor Christmas (Factor IX)	4	$400.86 	$465.00 
2259	Factor IX de la Coagulación	4	$400.86 	$465.00 
2260	Factor Estable (Factor VII)	3	$731.03 	$848.00 
2260	Factor VII de la Coagulación	3	$731.03 	$848.00 
2261	Autoprotrombina III (Factor X)	2	$376.72 	$437.00 
2261	Factor Stuart Prower (Factor X)	2	$376.72 	$437.00 
2261	Factor X de la Coagulación	2	$376.72 	$437.00 
2262	Factor Hageman (Factor XII)	2	$462.93 	$537.00 
2262	Factor XII de la Coagulación	2	$462.93 	$537.00 
2263	Factor Estabilizador de la Fibrina (Factor XIII)	3	$358.62 	$416.00 
2263	Factor Laki-Lorand (Factor XIII)	3	$358.62 	$416.00 
2263	Factor XIII de la Coagulación	3	$358.62 	$416.00 
2266	Fosfatasa Alcalina Leucocitaria	5	$237.93 	$276.00 
2267	Fructosamina	4	$547.41 	$635.00 
2268	Genotipo de Hepatitis C 	18	"$2,975.86 "	"$3,452.00 "
2268	"HCV, Genotipo "	18	"$2,975.86 "	"$3,452.00 "
2268	"Hepatitis C, Genotipo "	18	"$2,975.86 "	"$3,452.00 "
2272	Inmunoglobulina A (IgA) Subclases 1 y 2	10	"$2,118.10 "	"$2,457.00 "
2272	Subclases de Inmunoglobulina A (IgA)	10	"$2,118.10 "	"$2,457.00 "
2273	"Inmunoglobulina G (IgG) Subclases 1,2,3,4"	Favor de comunicarse para solicitar información.		
2273	Subclases de Inmunoglobulina G (IgG)	Favor de comunicarse para solicitar información.		
2274	Insulina Postcarga	0	$119.83 	$139.00 
2277	GFBP-3 (IGF Unida a Proteína 3)	3	$606.90 	$704.00 
2277	IGF Unida a Proteína 3 (GFBP-3)	3	$606.90 	$704.00 
2281	Mercurio 	10	$572.41 	$664.00 
2283	Microalbuminuria en Muestra Ocasional	0	$143.97 	$167.00 
2284	"Epstein Barr IgG e IgM, Perfil de"	2	"$1,146.55 "	"$1,330.00 "
2284	Perfil de Epstein Barr IgG e IgM	2	"$1,146.55 "	"$1,330.00 "
2285	Retinol (Vitamina A)	Favor de comunicarse para solicitar información.		
2285	Vitamina A (Retinol)	Favor de comunicarse para solicitar información.		
2286	Tiamina (Vitamina B-1) 	Favor de comunicarse para solicitar información.		
2286	Vitamina B-1 (Tiamina) 	Favor de comunicarse para solicitar información.		
2287	Fosfato de Piridoxal (Vitamina B-6) 	Favor de comunicarse para solicitar información.		
2287	Vitamina B-6 (Fosfato de Piridoxal) 	Favor de comunicarse para solicitar información.		
2288	Alfa-Tocoferol (Vitamina E )	Favor de comunicarse para solicitar información.		
2288	Vitamina E (Alfa-Tocoferol)	Favor de comunicarse para solicitar información.		
2289	Ac. Anti-Chagas (Ac. Anti-Trypanosoma cruzi)	2	$362.93 	$421.00 
2289	Ac. Anti-Trypanosoma cruzi (Chagas)	2	$362.93 	$421.00 
2289	Chagas (Ac. Anti-Trypanosoma cruzi)	2	$362.93 	$421.00 
2289	Trypanosoma cruzi (Ac. Anti-Chagas)	2	$362.93 	$421.00 
2290	Baar en Esputo 1 Muestra (Baciloscopía)	3	$131.03 	$152.00 
2292	Baar en Esputo 3 Muestras (Baciloscopía)	3	$166.38 	$193.00 
2294	Baar en Líquidos Biológicos 1 Muestra (Baciloscopía)	3	$90.52 	$105.00 
2298	"Curva de Tolerancia a la Glucosa de 2 horas (Basal, 60, 90 y 120 minutos)"	0	$96.55 	$112.00 
2299	"Curva de Tolerancia a la Glucosa de 4 horas (Basal, 60, 120, 180 y 240 minutos)"	0	$143.97 	$167.00 
2301	Perfil de Hipertensión	4	$770.69 	$894.00 
2302	Perfil de Marcadores Tumorales de Mama	0	$344.83 	$400.00 
2303	Perfil de Marcadores Tumorales de Ovario	0	$483.62 	$561.00 
2317	Ac. Anti-Nucleosoma	6	$418.97 	$486.00 
2317	"Nucleosoma, Anticuerpos"	6	$418.97 	$486.00 
2331	Ac. Anti-Gliadina IgA e IgG	5	$609.48 	$707.00 
2331	"Gliadina IgA e IgG, Anticuerpos"	5	$609.48 	$707.00 
2335	"Ac. Anti-Chlamydia trachomatis IgA, IgG e IgM"	2	"$1,456.90 "	"$1,690.00 "
2335	"Chlamydia trachomatis IgA, IgG e IgM, Anticuerpos"	2	"$1,456.90 "	"$1,690.00 "
2336	Perfil de Climaterio Básico	0	$244.83 	$284.00 
2337	Tincion de Gram	0	$38.79 	$45.00 
2341	Osmolaridad Urinaria	2	$187.93 	$218.00 
2343	Ac. Anti-Rickettsia ricketsi IgG e IgM	Favor de comunicarse para solicitar información.		
2343	"Rickettsia ricketsi IgG e IgM, Anticuerpos"	Favor de comunicarse para solicitar información.		
2350	Rapamicina (Sirolimus) 	6	$797.41 	$925.00 
2350	Sirolimus (Rapamicina) 	6	$797.41 	$925.00 
2363	Galactosa Uridil Transferasa Neonatal	3	$129.31 	$150.00 
2368	Cromogranina A	Favor de comunicarse para solicitar información.		
2388	Ac. Anti-Virus Herpes (HSV) Tipo I IgG	3	$175.86 	$204.00 
2388	"Herpes (HSV) Tipo I IgG, Anticuerpos"	3	$175.86 	$204.00 
2389	Electroforesis de Hemoglobina 	9	$416.38 	$483.00 
2391	Glucosa 6 Fosfato Deshidrogenasa Neonatal	3	$164.66 	$191.00 
2392	IgD (Inmunoglobulina D)	4	$191.38 	$222.00 
2392	Inmunoglobulina D (IgD)	4	$191.38 	$222.00 
2396	Calcio Iónico	1	$140.52 	$163.00 
2398	Ac. Anti-Receptor de Acetil Colina	9	$635.34 	$737.00 
2398	"Receptor de Acetil Colina, Anticuerpos"	9	$635.34 	$737.00 
2406	Prealbúmina (Transtiretina)	8	$319.83 	$371.00 
2406	Transtiretina (Prealbúmina)	8	$319.83 	$371.00 
2407	Ac. Anti-Islotes de Langerhans (Páncreas)	8	$841.38 	$976.00 
2407	"Islotes de Langerhans (Páncreas), Anticuerpos"	8	$841.38 	$976.00 
2416	Serotonina	Favor de comunicarse para solicitar información.		
2417	Ac. Anti-Virus Herpes (HSV) Tipo I IgM	1	$183.62 	$213.00 
2417	"Herpes (HSV) Tipo I IgM, Anticuerpos"	1	$183.62 	$213.00 
2426	Testosterona Biodisponible	3	$539.66 	$626.00 
2427	Perfil de Testosterona Libre y Biodisponible	3	$580.17 	$673.00 
2427	"Testosterona Libre y Biodisponible, Perfil de"	3	$580.17 	$673.00 
2437	Perfil Bioquímico de 31 Elementos	0	$456.90 	$530.00 
2437	Química Sanguínea de 31 Elementos	0	$456.90 	$530.00 
2438	"Curva de Insulina de 3 horas (Basal, 30, 60, 120 y 180 minutos)"	0	$539.66 	$626.00 
2441	Perfil Hormonal Tiroideo Masculino	0	$786.21 	$912.00 
2447	Doble Marcador Materno Prenatal con Interpretación	6	"$1,507.76 "	"$1,749.00 "
2447	Dúo Marcador Materno Prenatal con Interpretación	6	"$1,507.76 "	"$1,749.00 "
2456	Ac. Anti-Nucleares (ANA) por IFI	3	$275.00 	$319.00 
2456	ANA (Ac. Anti-Nucleares) por IFI	3	$275.00 	$319.00 
2458	C-Telopéptidos	Favor de comunicarse para solicitar información.		
2485	Mutación 20210 G-A de la Protrombina	6	"$2,092.24 "	"$2,427.00 "
2485	Protrombina 20210 G-A (Mutación)	6	"$2,092.24 "	"$2,427.00 "
2497	Oxalato	Favor de comunicarse para solicitar información.		
2498	Citrato	15	"$1,419.83 "	"$1,647.00 "
2500	Ácido Cítrico en Orina de 24 horas	2	$156.90 	$182.00 
2500	Citratos en Orina de 24 horas	2	$156.90 	$182.00 
2556	Adenosin Deaminasa (ADA)	5	$492.24 	$571.00 
2575	Perfil Infeccioso con Grupo Sanguíneo y Factor Rh (D) 	0	$603.45 	$700.00 
2600	Tamiz Metabólico Neonatal Ampliado II	6	"$1,334.00 "	"$1,334.00 "
2605	T4-YODO	0	$132.76 	$154.00 
2608	Perfil de Lípidos III	2	$293.10 	$340.00 
2609	Perfil de Lípidos II	0	$208.62 	$242.00 
2621	Ac. Anti-Transglutaminasa Tisular IgA e IgG	8	$679.31 	$788.00 
2621	"Transglutaminasa Tisular IgA e IgG, Anticuerpos"	8	$679.31 	$788.00 
2633	Ac. Anti-Histona	6	$441.38 	$512.00 
2633	"Histona, Anticuerpos"	6	$441.38 	$512.00 
2635	Cadenas ligeras KAPPA/LAMBDA	Favor de comunicarse para solicitar información.		
2636	Cadenas ligeras KAPPA/LAMBDA en Orina	10	$519.83 	$603.00 
2646	Perfil de Osteoporosis I	4	$519.83 	$603.00 
2666	Perfil Escolar Básico	5	$332.76 	$386.00 
2675	Perfil Bioquímico de 35 Elementos	0	$485.34 	$563.00 
2675	Química Sanguínea de 35 Elementos	0	$485.34 	$563.00 
2780	Check up Básico	0	$334.48 	$388.00 
2820	Perfil Bioquímico de 35 Elementos - Modificado	0	$672.41 	$780.00 
2820	Química Sanguínea de 35 Elementos - Modificada	0	$672.41 	$780.00 
2826	17 Hidroxi Esteroides	4	$375.86 	$436.00 
2828	Ac. Anti-Beta 2 Glicoproteína IgA	3	$483.62 	$561.00 
2828	"Beta 2 Glicoproteína IgA, Anticuerpos"	3	$483.62 	$561.00 
2890	Resistencia a la Proteína C Activada	4	$999.14 	"$1,159.00 "
2892	Fragilidad Osmótica de los Eritrocitos	4	$281.03 	$326.00 
2898	Antígeno NS1 del Virus del Dengue	0	$649.14 	$753.00 
2898	"Dengue Virus, Antígeno NS1"	0	$649.14 	$753.00 
2898	"Virus del Dengue, Antígeno NS1"	0	$649.14 	$753.00 
2928	Perfil de Hierro III	0	$296.55 	$344.00 
2933	Ac. Anti-Hepatitis E (HEV) IgG	4	"$1,115.52 "	"$1,294.00 "
2933	"Hepatitis E (HEV), Anticuerpos IgG"	4	"$1,115.52 "	"$1,294.00 "
2958	Ferritina y Transferrina	0	$213.79 	$248.00 
2965	"Ac. Anti-Beta 2 Glicoproteína IgA, IgG e IgM"	3	$714.66 	$829.00 
2965	"Beta 2 Glicoproteína IgA, IgG e IgM, Anticuerpos"	3	$714.66 	$829.00 
2968	Porfirinas en Orina	10	$400.00 	$464.00 
2968	Uroporfirinas	10	$400.00 	$464.00 
2969	"Hepatitis B y C, Perfil de Marcadores"	1	"$1,045.69 "	"$1,213.00 "
2969	Perfil de Marcadores de Hepatitis B y C	1	"$1,045.69 "	"$1,213.00 "
2975	Perfil Prostático Seguimiento	0	$437.07 	$507.00 
2977	"Ac. Anti-Brucella IgA, IgG e IgM"	10	"$2,575.00 "	"$2,987.00 "
2977	"Brucella IgA, IgG e IgM, Anticuerpos"	10	"$2,575.00 "	"$2,987.00 "
2979	"Electrolitos (Na, Cl) en Sudor"	4	$331.03 	$384.00 
2981	Glucagón	18	"$1,832.76 "	"$2,126.00 "
2983	Osomolaridad Sérica	2	$115.52 	$134.00 
2985	Biopsia de Hueso	8	"$1,331.03 "	"$1,544.00 "
2988	Células NK (CD16 + CD56)	2	"$1,200.00 "	"$1,392.00 "
2988	Linfocitos CD16 y CD56 	2	"$1,200.00 "	"$1,392.00 "
2991	Porfobilinógeno en Orina de 24 horas	2	$206.03 	$239.00 
2992	Grasas en heces (Cualitativa)	0	$250.00 	$290.00 
2993	Inmunofijación de Proteínas	7	"$1,250.00 "	"$1,450.00 "
2994	Desoxipiridolina (Pyrilinks-D) en Orina	10	"$1,118.10 "	"$1,297.00 "
2994	"Pyrilinks-D (DPD, desoxipiridolina) en Orina"	10	"$1,118.10 "	"$1,297.00 "
2995	Análisis de Reagina plasmática rápida (RPR)	1	$121.55 	$141.00 
2995	RPR	1	$121.55 	$141.00 
2997	Oxalatos en Orina de 24 horas	4	$256.03 	$297.00 
3002	N-Telopéptidos en Orina de 24 horas	Favor de comunicarse para solicitar información.		
3007	"Ac. Anti-Candida Albicans IgA, IgG e IgM"	Favor de comunicarse para solicitar información.		
3007	"Candida Albicans IgA, IgG e IgM, Anticuerpos"	Favor de comunicarse para solicitar información.		
3009	Ac. Anti-Chlamydia trachomatis IgG e IgM	1	$604.31 	$701.00 
3009	"Chlamydia trachomatis IgG e IgM, Anticuerpos"	1	$604.31 	$701.00 
3012	Ac. Anti-Coccidioides immitis IgG e IgM	8	"$1,917.24 "	"$2,224.00 "
3012	"Coccidioides immitis IgG e IgM, Anticuerpos"	8	"$1,917.24 "	"$2,224.00 "
3016	Ac. Anti-Endomisiales IgA	Favor de comunicarse para solicitar información.		
3016	"Endomisiales IgA, Anticuerpos"	Favor de comunicarse para solicitar información.		
3018	"Ac. Anti-Antígeno Temprano del Virus del Epstein Barr IgA, IgG e IgM"	4	$708.62 	$822.00 
3018	"Epstein Barr Antígeno Temprano (IgA, IgG e IgM), Anticuerpos"	4	$708.62 	$822.00 
3025	"Ac. Anti-Helicobacter pylori IgA, IgG e IgM"	3	$743.97 	$863.00 
3025	"Helicobacter pylori IgA, IgG e IgM, Anticuerpos"	3	$743.97 	$863.00 
3026	Ac. Anti-Helicobacter pylori IgG e IgM	1	$462.07 	$536.00 
3026	"Helicobacter pylori IgG e IgM, Anticuerpos"	1	$462.07 	$536.00 
3027	Ac. Anti-Hepatitis E (HEV) IgG e IgM	4	"$2,236.21 "	"$2,594.00 "
3027	"Hepatitis E (HEV), Anticuerpos IgG e IgM"	4	"$2,236.21 "	"$2,594.00 "
3028	Ac. Anti-Varicela IgG e IgM	7	$812.07 	$942.00 
3028	"Varicela IgG e IgM, Anticuerpos"	7	$812.07 	$942.00 
3033	Ac. Anti-Parotiditis IgG e IgM	9	$463.79 	$538.00 
3033	"Parotiditis IgG e IgM, Anticuerpos"	9	$463.79 	$538.00 
3036	Ac. Anti-Salmonella	Favor de comunicarse para solicitar información.		
3036	"Salmonella, Anticuerpos"	Favor de comunicarse para solicitar información.		
3037	Ac. Anti-Streptococcus pneumoniae (14 serotipos)	17	"$4,233.62 "	"$4,911.00 "
3037	"Streptococcus pneumoniae (14 serotipos), Anticuerpos"	17	"$4,233.62 "	"$4,911.00 "
3040	Ac. Anti-Transglutaminasa Tisular IgA 	8	$754.31 	$875.00 
3040	"Transglutaminasa Tisular IgA, Anticuerpos"	8	$754.31 	$875.00 
3042	Ac. Anti-Virus de la Influenza A y B	Favor de comunicarse para solicitar información.		
3042	"Influenza A y B, Anticuerpos"	Favor de comunicarse para solicitar información.		
3047	Anti-Microsomas de Hígado y Riñón (LKM-1)	7	$505.17 	$586.00 
3047	LKM-1 (Microsomas de Hígado y Riñón)	7	$505.17 	$586.00 
3048	Ácido Delta Amino Levulinico en Orina de 24 horas	2	$608.62 	$706.00 
3051	Ácido Metil Hipúrico (Xileno) en Orina	7	$699.14 	$811.00 
3051	Xileno (Ácido Metil Hipúrico) en Orina	7	$699.14 	$811.00 
3052	Ácidos Grasos Libres	Favor de comunicarse para solicitar información.		
3055	Actividad Triptica en Heces	0	$114.66 	$133.00 
3057	Alfa 1 Glicoproteína Ácida	7	"$1,097.41 "	"$1,273.00 "
3059	Ac. Anti-Alfa Lactoalbúmina IgE	4	$308.62 	$358.00 
3059	"Alfa Lactoalbúmina IgE, Anticuerpos"	4	$308.62 	$358.00 
3061	Aminoácidos en Orina	Favor de comunicarse para solicitar información.		
3062	Aminoácidos	Favor de comunicarse para solicitar información.		
3071	Ac. Anti-Beta Lactoglobulina IgE	3	$308.62 	$358.00 
3071	"Beta Lactoglobulina IgE, Anticuerpos"	3	$308.62 	$358.00 
3072	Bicarbonato	3	$293.10 	$340.00 
3073	"C1 Esterasa Inhibidor, Proteína"	Favor de comunicarse para solicitar información.		
3073	"Inhibidor de Esterasa C1, Proteína"	Favor de comunicarse para solicitar información.		
3074	Cadmio 	10	$605.17 	$702.00 
3075	Citoquímico de Líquido Peritoneal	3	$299.14 	$347.00 
3076	Cocaína en Orina (Confirmatoria)	7	"$1,024.14 "	"$1,188.00 "
3077	Complemento hemolítico al 100%	5	"$1,110.34 "	"$1,288.00 "
3079	Cromo en Orina	10	$500.86 	$581.00 
3083	Factor Antihemofílico C (Factor XI)	2	$452.59 	$525.00 
3083	Factor XI de la Coagulación	2	$452.59 	$525.00 
3084	Hemoglobina Libre	Favor de comunicarse para solicitar información.		
3085	"Ac. Anti-Cardiolipinas IgA, IgG e IgM"	3	$797.41 	$925.00 
3085	"Cardiolipinas IgA, IgG e IgM, Anticuerpos"	3	$797.41 	$925.00 
3087	Ac. Anti-Citoplasma de Neutrófilos	3	$586.21 	$680.00 
3088	Perfil Hormonal Masculino Básico con Andrógenos	2	$575.00 	$667.00 
3089	Perfil de Osteoporosis II	3	$958.62 	"$1,112.00 "
3090	Perfil de Hirsutismo	2	$598.28 	$694.00 
3092	Herpes Tipo I y II por PCR Cualitativa	Favor de comunicarse para solicitar información.		
3092	PCR Cualitativa para Herpes Tipo I y II	Favor de comunicarse para solicitar información.		
3095	Perfil Hormonal Masculino Intermedio	3	$746.55 	$866.00 
3096	Perfil Metabólico de Calcio	0	$234.48 	$272.00 
3097	Perfil de Fosfolípidos	3	"$1,355.17 "	"$1,572.00 "
3102	Tamiz Metabólico Neonatal Intermedio	3	$351.72 	$408.00 
3103	Aminoácidos (Neonatal)	3	$301.72 	$350.00 
3108	Proteínas Totales en Orina	0	$48.28 	$56.00 
3111	Ac. Anti-Virus Herpes (HSV) Tipo I IgG e IgM	3	$372.41 	$432.00 
3111	"Herpes (HSV) Tipo I IgG e IgM, Anticuerpos"	3	$372.41 	$432.00 
3112	Ac. Anti-Virus Herpes (HSV) Tipo II IgG e IgM	1	$297.41 	$345.00 
3112	"Herpes (HSV) Tipo II IgG e IgM, Anticuerpos"	1	$297.41 	$345.00 
3124	"Complementos C3, C4 Y CH50, Perfil de"	3	$392.24 	$455.00 
3124	"Perfil de Complementos C3, C4 Y CH50"	3	$392.24 	$455.00 
3126	HIV-1 y HIV-2 por Western Blot (Confirmatoria)	4	"$1,716.38 "	"$1,991.00 "
3126	VIH-1 y VIH-2 por Western Blot (Confirmatoria)	4	"$1,716.38 "	"$1,991.00 "
3126	Western Blot para HIV-1 y HIV-2 (Confirmatoria)	4	"$1,716.38 "	"$1,991.00 "
3127	Pruebas cruzadas para Trasplante (microlinfotoxicidad)	4	"$3,758.62 "	"$4,360.00 "
